state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrival_quantity
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-10,2693,3535,3026,121.98
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-11,2642,3532,3066,96.85
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-12,2955,3672,3200,133.1
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-13,2373,3023,2791,166.23
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-14,2983,3885,3377,123.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-15,2377,3193,2747,144.77
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-16,2565,3519,2985,137.26
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-17,2458,3207,2742,152.2
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-18,2640,3475,3052,111.49
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-19,2362,2941,2699,137.26
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-20,2453,3158,2821,152.93
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-21,2932,3535,3161,112.72
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-22,2420,3216,2806,157.54
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-23,2892,3511,3139,129.07
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-24,2521,3223,2836,145.62
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-25,2398,3116,2737,146.43
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-26,2191,2721,2476,151.13
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-27,2524,3093,2832,126.47
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-28,2585,3281,3021,105.66
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-29,2541,3203,2801,153.64
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-30,2596,3464,3043,124.79
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2025-12-31,2370,2969,2698,169.77
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-01,2657,3200,2889,152.37
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-02,2503,3067,2719,168.15
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-03,2774,3586,3049,138.85
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-04,2513,3139,2795,152.52
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-05,2365,2870,2599,148.27
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-06,2341,3193,2736,137.28
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-07,2476,3064,2677,125.3
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-08,2484,3116,2831,128.32
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-09,2014,2531,2358,187.99
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-10,2478,3226,2775,147.51
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-11,2313,2979,2662,143.76
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-12,2236,2931,2500,157.79
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-13,2284,2790,2470,147.26
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-14,1960,2673,2306,173.04
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-15,2304,2728,2496,147.88
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-16,2117,2564,2357,171.47
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-17,2035,2606,2294,188.57
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-18,2310,3019,2642,138.99
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-19,2079,2699,2417,150.74
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-20,2179,2920,2502,145.72
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-21,2108,2532,2345,171.09
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-22,2325,2932,2575,142.11
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-23,1893,2535,2206,157.68
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-24,2255,2866,2592,153.3
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-25,2405,2940,2609,143.21
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-26,1984,2310,2156,182.98
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-27,1982,2647,2259,185.55
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-28,2015,2466,2254,170.11
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-29,2281,2688,2512,144.39
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-30,1787,2270,2095,175.96
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-01-31,2005,2470,2303,178.68
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-01,2001,2596,2304,158.1
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-02,1873,2371,2132,198.81
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-03,2110,2772,2381,157.14
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-04,1882,2272,2103,194.88
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-05,1779,2395,2053,173.08
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-06,1860,2372,2070,173.15
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-07,1990,2485,2222,173.64
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-08,2016,2505,2202,168.6
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-09,1711,2133,1991,218.07
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-10,2001,2416,2191,164.59
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-11,1417,1758,1605,244.49
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-12,1667,2130,1951,197.6
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-13,1667,2032,1897,192.29
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-14,2082,2567,2307,199.66
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-15,1740,2282,2037,196.34
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-16,1742,2355,2029,197.06
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-17,1614,2054,1844,195.18
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-18,1739,2128,1902,190.25
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-19,1871,2320,2064,191.38
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-20,1745,2131,1947,198.47
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-21,1688,2332,1978,190.73
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-22,1791,2284,2032,189.43
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-23,1554,1871,1740,242.13
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-24,1456,1890,1695,239.03
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-25,1723,2150,1993,212.63
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-26,1546,1949,1688,242.06
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-27,1315,1636,1510,277.35
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-02-28,1885,2407,2145,189.14
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-01,1931,2278,2094,168.93
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-02,1369,1749,1521,255.38
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-03,1559,1814,1684,239.78
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-04,1477,1809,1603,249.13
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-05,1573,1960,1825,224.4
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-06,1387,1808,1612,256.78
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-07,1389,1710,1593,249.86
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-08,1789,2197,1927,202.75
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-09,1290,1610,1396,284.52
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-10,1517,1915,1752,241.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-11,1280,1672,1446,284.34
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-12,1418,1805,1553,276.99
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-13,1220,1545,1399,293.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-14,1312,1696,1514,252.77
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-15,1585,2165,1848,231.2
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-16,1093,1318,1200,344.68
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-17,1395,1702,1521,260.79
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-18,1206,1541,1334,305.97
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-19,1647,2171,1858,205.2
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-20,1539,1878,1684,235.04
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-21,1296,1549,1415,258.67
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-22,1613,2095,1837,217.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-23,1235,1461,1352,288.57
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-24,1371,1839,1562,246.85
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-25,1188,1406,1310,300.59
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-26,1315,1627,1419,276.59
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-27,1198,1497,1366,308.99
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-28,1656,2020,1839,199.76
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-29,1109,1418,1252,312.76
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-30,962,1213,1059,351.45
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-03-31,1187,1499,1321,310.02
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-01,1184,1469,1353,258.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-02,1216,1536,1344,291.82
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-03,1211,1589,1350,309.81
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-04,1289,1642,1505,264.21
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-05,1667,2146,1821,195.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-06,1123,1397,1229,320.32
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-07,1224,1554,1346,272.87
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-08,977,1204,1053,376.01
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-09,999,1206,1100,350.03
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-10,1180,1539,1351,273.83
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-11,1203,1474,1378,275.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-12,1295,1613,1419,286.63
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-13,1137,1354,1257,319.63
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-14,1234,1523,1382,285.07
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-15,1232,1519,1367,279.48
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-16,1210,1517,1382,283.11
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-17,1288,1762,1501,265.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-18,1106,1357,1220,332.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-19,1532,1792,1653,232.57
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-20,1015,1280,1153,304.18
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-21,1165,1436,1316,296.02
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-22,1217,1510,1369,297.18
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-23,943,1248,1085,378.5
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-24,1022,1379,1176,329.82
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-25,876,1060,952,421.01
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-26,1122,1409,1275,301.3
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-27,952,1144,1062,387.82
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-28,1140,1369,1232,302.39
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-29,953,1193,1108,369.54
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-04-30,1005,1342,1163,333.25
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-01,1142,1460,1297,300.6
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-02,889,1171,1018,398.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-03,1207,1644,1407,285.87
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-04,1186,1463,1350,262.92
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-05,1215,1571,1403,319.73
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-06,1167,1538,1361,310.78
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-07,1303,1573,1447,283.62
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-08,1240,1623,1455,289.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-09,1295,1695,1493,247.09
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-10,1411,1911,1622,240.27
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-11,1248,1588,1457,279.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-12,1022,1304,1137,369.65
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-13,1036,1374,1211,322.41
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-14,1411,1768,1584,252.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-15,1125,1511,1283,307.53
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-16,1153,1495,1285,320.28
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-17,1237,1627,1445,273.43
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-18,1248,1584,1388,292.2
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-19,1138,1373,1255,327.84
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-20,1137,1449,1287,292.34
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-21,944,1259,1108,354.74
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-22,1049,1315,1141,334.8
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-23,1190,1586,1383,303.69
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-24,1284,1742,1501,242.78
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-25,1213,1518,1334,313.53
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-26,1244,1528,1363,310.73
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-27,1253,1634,1413,290.86
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-28,1260,1635,1458,290.94
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-29,1609,1888,1756,218.47
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-30,1270,1621,1467,287.28
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-05-31,1402,1784,1641,214.42
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-01,1189,1533,1369,292.94
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-02,1516,1979,1711,233.0
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-03,1164,1509,1350,297.37
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-04,1536,1906,1713,221.84
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-05,1279,1593,1427,268.39
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-06,1192,1536,1320,300.88
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-07,1546,1844,1666,212.17
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-08,1226,1474,1365,292.93
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-09,1480,1847,1650,254.44
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-10,1502,1891,1675,236.39
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-11,1153,1487,1356,288.66
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-12,1087,1445,1227,325.63
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-13,1289,1611,1498,233.61
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-14,1653,1972,1815,240.01
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-15,1160,1431,1336,303.27
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-16,1353,1856,1575,239.99
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-17,1328,1741,1534,252.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-18,1443,1786,1601,246.72
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-19,1396,1726,1547,245.94
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-20,1585,2062,1771,209.55
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-21,1709,2047,1891,204.25
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-22,1467,1721,1585,277.09
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-23,1427,1704,1540,280.19
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-24,1738,2053,1870,202.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-25,1651,2025,1890,168.91
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-26,1476,1815,1667,223.69
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-27,1583,2110,1848,224.83
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-28,1709,2206,2010,198.88
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-29,1638,2153,1911,218.88
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-06-30,1590,1885,1738,219.6
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-01,1694,2307,1959,201.38
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-02,1614,2065,1869,214.03
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-03,1413,1907,1620,234.02
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-04,1675,2237,1970,190.47
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-05,1755,2316,2029,202.17
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-06,1778,2230,2031,211.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-07,1884,2374,2126,184.06
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-08,1721,2067,1927,188.06
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-09,1990,2508,2200,175.64
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-10,1976,2446,2212,183.29
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-11,1947,2484,2171,181.19
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-12,1998,2553,2266,191.05
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-13,1694,2078,1923,223.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-14,1684,2184,1908,234.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-15,1918,2443,2104,178.01
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-16,1974,2509,2221,183.28
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-17,1640,2070,1860,207.01
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-18,1822,2137,1983,185.86
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-19,1894,2324,2158,191.28
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-20,2074,2465,2252,164.35
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-21,1742,2186,1894,173.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-22,2306,2692,2513,159.95
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-23,2130,2647,2343,166.08
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-24,1711,2192,1919,212.56
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-25,2300,2721,2503,148.77
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-26,1892,2295,2091,171.86
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-27,2096,2776,2372,171.81
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-28,2120,2829,2489,159.23
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-29,2120,2783,2429,156.71
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-30,1858,2430,2179,192.05
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-07-31,2281,2795,2495,149.61
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-01,2391,2915,2610,175.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-02,2147,2691,2404,151.12
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-03,2027,2443,2234,175.36
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-04,2062,2694,2375,147.16
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-05,2074,2538,2323,138.87
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-06,1852,2443,2172,160.1
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-07,2523,3032,2783,169.8
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-08,2420,2836,2614,142.53
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-09,2089,2703,2444,161.84
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-10,2278,2771,2552,143.91
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-11,2290,2962,2611,134.02
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-12,2156,2709,2484,155.55
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-13,2498,3073,2868,125.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-14,2754,3372,2971,139.85
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-15,2774,3485,3001,117.05
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-16,2282,2949,2620,139.82
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-17,2231,2998,2608,177.24
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-18,2329,2881,2579,167.03
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-19,2742,3349,2978,136.83
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-20,2489,3192,2869,125.94
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-21,2455,3042,2782,152.34
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-22,2190,2920,2535,142.73
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-23,2518,3367,2858,114.15
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-24,2237,2962,2610,148.89
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-25,2268,2759,2564,181.53
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-26,2545,3192,2952,187.08
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-27,2288,2864,2630,157.32
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-28,2361,3062,2724,128.49
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-29,2580,3463,2989,133.31
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-30,2608,3219,2957,138.23
Karnataka,Bengaluru Urban,Bengaluru,Tomato,Local,2026-08-31,2413,3009,2698,133.42
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-01,2475,3345,2873,155.29
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-02,2928,3669,3270,101.81
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-03,2907,3879,3392,116.27
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-04,2737,3447,3093,117.27
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-05,2567,3350,2985,115.7
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-06,2482,3294,2794,154.53
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-07,2889,3776,3271,128.27
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-08,2546,3074,2774,123.24
Delhi,New Delhi,Azadpur,Tomato,Hybrid,2024-01-09,2839,3511,3165,139.52
